d s a   m_i     
1 1 0	 1
878 13 2579	 1 3 1 3 19 23 93 213 241 551 1307 585 7729
879 13 2592	 1 3 1 11 23 15 53 249 467 519 95 741 409
880 13 2598	 1 1 1 15 29 37 43 203 233 877 77 1933 2729
881 13 2607	 1 3 7 11 27 39 43 161 255 15 1463 833 495
882 13 2612	 1 1 7 11 3 53 81 67 375 823 1903 3061 395
883 13 2619	 1 1 1 1 15 37 93 233 247 501 1321 3275 5409
884 13 2621	 1 3 3 7 7 11 5 105 139 983 1239 531 3881
885 13 2627	 1 1 5 3 19 49 107 227 361 101 355 2649 7383
886 13 2633	 1 1 7 5 25 41 101 121 209 293 1937 2259 5557
887 13 2636	 1 1 3 7 7 1 9 13 463 1019 995 3159 107
888 13 2642	 1 3 5 11 5 35 127 97 261 789 807 807 6257
889 13 2654	 1 1 7 5 11 13 45 91 417 101 1973 3645 2107
890 13 2660	 1 1 3 7 5 63 57 49 203 157 115 1393 8117
891 13 2669	 1 3 5 5 3 43 15 155 127 489 1165 3701 4867
892 13 2675	 1 1 7 7 29 29 69 215 415 367 371 1901 6075
893 13 2684	 1 1 1 3 11 33 89 149 433 705 1437 1597 505
894 13 2694	 1 3 5 1 13 37 19 119 5 581 2037 1633 2099
895 13 2703	 1 3 7 13 5 49 103 245 215 515 133 2007 1933
896 13 2706	 1 3 1 9 1 3 25 197 253 387 1683 2267 221
897 13 2712	 1 3 5 15 21 9 73 201 405 999 437 3877 6045
898 13 2715	 1 1 3 1 31 55 25 83 421 395 1807 2129 7797
899 13 2722	 1 1 3 1 23 21 121 183 125 347 143 3685 4317
900 13 2727	 1 3 3 3 17 45 17 223 267 795 1815 1309 155
901 13 2734	 1 1 1 15 17 59 5 133 15 715 1503 153 2887
902 13 2742	 1 1 1 1 27 13 119 77 243 995 1851 3719 4695
903 13 2745	 1 3 1 5 31 49 43 165 49 609 1265 1141 505
904 13 2751	 1 1 7 13 11 63 21 253 229 585 1543 3719 4141
905 13 2766	 1 3 7 11 23 27 17 131 295 895 1493 1411 3247
906 13 2768	 1 1 5 9 29 7 97 15 113 445 859 1483 1121
907 13 2780	 1 3 1 9 13 49 99 107 323 201 681 3071 5281
908 13 2790	 1 1 1 15 9 19 61 161 7 87 587 2199 2811
909 13 2794	 1 3 3 15 15 19 95 45 299 829 981 3479 487
910 13 2796	 1 1 1 9 3 37 7 19 227 13 397 513 1257
911 13 2801	 1 1 5 15 15 13 17 111 135 929 1145 811 1801
912 13 2804	 1 3 1 3 27 57 31 19 279 103 693 631 3409
913 13 2807	 1 1 1 1 15 13 67 83 23 799 1735 2063 3363
914 13 2816	 1 3 3 7 3 1 61 31 41 533 2025 4067 6963
915 13 2821	 1 1 5 7 17 27 81 79 107 205 29 97 4883
916 13 2831	 1 1 1 5 19 49 91 201 283 949 651 3819 5073
917 13 2834	 1 1 7 9 11 13 73 197 37 219 1931 3369 6017
918 13 2839	 1 1 7 15 11 7 75 205 7 819 399 661 6487
919 13 2845	 1 3 3 3 27 37 95 41 307 165 1077 3485 563
920 13 2852	 1 3 5 3 21 49 57 179 109 627 1789 431 2941
921 13 2856	 1 1 7 5 11 19 43 137 149 679 1543 245 1381
922 13 2861	 1 3 5 5 15 3 69 81 135 159 1363 3401 6355
923 13 2873	 1 3 5 1 9 61 49 53 319 25 1647 1297 615
924 13 2874	 1 3 5 11 31 43 9 101 71 919 335 3147 5823
925 13 2888	 1 3 1 1 15 5 29 109 511 945 867 3677 6915
926 13 2893	 1 3 3 15 17 49 91 111 215 29 1879 97 2505
927 13 2894	 1 3 1 13 19 61 11 111 163 777 533 1113 5339
928 13 2902	 1 1 7 9 17 55 117 91 455 289 557 913 4455
929 13 2917	 1 3 1 7 25 19 123 37 1 277 717 2965 4469
930 13 2921	 1 3 7 3 19 23 87 235 209 457 2041 2893 1805
931 13 2922	 1 3 3 5 5 43 23 61 351 791 59 2009 2909
932 13 2929	 1 1 3 7 5 1 27 231 385 257 1261 2701 1807
933 13 2935	 1 3 1 1 27 19 87 253 131 685 1743 3983 2651
934 13 2946	 1 3 7 11 21 17 11 81 191 641 1821 3005 7251
935 13 2951	 1 3 3 5 15 31 41 213 55 931 1953 49 6037
936 13 2957	 1 1 7 15 7 27 65 223 113 79 1875 911 5445
937 13 2960	 1 3 7 7 23 55 51 167 495 25 1585 3447 799
938 13 2966	 1 1 3 7 27 15 95 193 337 415 975 3085 967
939 13 2972	 1 1 7 15 19 7 93 41 433 551 401 3169 3971
940 13 2976	 1 1 7 11 13 15 53 69 433 59 1117 3359 6231
941 13 2979	 1 1 7 3 23 5 115 201 225 109 1903 3897 6265
942 13 2985	 1 1 1 11 17 1 39 143 361 659 1105 23 4923
943 13 3000	 1 1 1 9 27 57 85 227 261 119 1881 3965 6999
944 13 3003	 1 3 7 7 15 7 107 17 315 49 1591 905 7789
945 13 3013	 1 3 1 7 29 3 47 237 157 769 839 3199 3195
946 13 3018	 1 1 3 15 25 39 63 15 111 857 881 1505 7671
947 13 3020	 1 1 7 1 3 35 41 215 99 895 1025 1483 4707
948 13 3025	 1 3 5 1 1 31 25 247 113 841 397 1825 6969
949 13 3042	 1 1 3 5 19 41 49 243 225 973 241 175 1041
950 13 3047	 1 1 1 7 15 15 105 141 83 75 1675 3523 5219
951 13 3048	 1 1 7 5 13 27 47 199 445 841 959 1157 2209
952 13 3051	 1 3 5 15 23 31 31 81 85 33 785 2639 7799
953 13 3054	 1 1 5 13 21 3 47 99 235 943 1731 2467 7891
954 13 3056	 1 1 1 3 17 53 85 219 73 131 1339 875 1191
955 13 3065	 1 1 5 7 17 63 113 7 185 557 749 3563 4973
956 13 3073	 1 3 3 15 15 21 43 111 155 689 345 423 3597
957 13 3074	 1 1 5 1 15 29 93 5 361 713 695 3937 425
958 13 3083	 1 3 7 7 13 41 115 175 315 937 123 2841 4457
959 13 3086	 1 1 3 11 25 5 103 53 423 811 657 399 7257
960 13 3091	 1 1 1 1 1 13 101 211 383 325 97 1703 4429
961 13 3097	 1 3 7 9 31 45 83 157 509 701 841 1105 3643
962 13 3109	 1 1 1 7 1 9 69 17 129 281 1161 2945 7693
963 13 3116	 1 3 7 1 11 29 51 143 77 433 1723 2317 5641
964 13 3124	 1 1 1 1 21 43 13 67 177 505 1629 1267 4885
965 13 3128	 1 1 3 11 27 63 111 47 233 781 453 1679 3209
966 13 3153	 1 1 3 13 29 27 119 141 493 971 461 1159 633
967 13 3160	 1 1 3 15 23 5 79 215 163 149 1805 2399 61
968 13 3165	 1 3 5 13 19 5 1 39 409 561 709 829 1357
969 13 3172	 1 3 3 13 19 43 9 177 449 447 73 2107 5669
970 13 3175	 1 3 5 1 23 13 63 109 203 593 829 4017 6881
971 13 3184	 1 1 5 7 3 9 53 175 391 169 1283 3793 4451
972 13 3193	 1 1 5 7 29 43 9 5 209 77 927 2941 8145
973 13 3196	 1 3 5 15 17 49 5 143 131 771 1685 925 2175
974 13 3200	 1 1 3 11 27 27 27 159 161 1015 1587 4049 1983
975 13 3203	 1 3 1 3 23 57 119 67 481 577 389 3319 5325
976 13 3205	 1 3 5 1 19 39 87 61 329 657 1773 31 1707
977 13 3209	 1 1 3 1 5 25 15 241 131 815 1751 3029 8039
978 13 3224	 1 3 3 13 27 13 77 87 437 57 621 1031 7891
979 13 3239	 1 3 1 13 23 51 117 37 331 745 605 3179 4713
980 13 3251	 1 1 5 5 19 17 99 167 87 721 737 789 2165
981 13 3254	 1 3 5 13 1 51 119 211 165 299 1327 3053 3343
982 13 3265	 1 1 5 15 29 45 17 129 67 345 1553 2705 7369
983 13 3266	 1 1 1 9 23 7 13 209 7 407 317 3077 7287
984 13 3275	 1 1 1 5 9 59 89 3 487 451 505 2499 7563
985 13 3280	 1 3 1 7 21 1 21 203 101 417 1389 2751 1397
986 13 3283	 1 3 7 13 7 31 3 247 349 485 1259 549 6321
987 13 3286	 1 1 7 7 27 33 107 197 293 729 1753 2571 103
988 13 3301	 1 3 5 9 25 35 5 253 137 213 2041 3387 1809
989 13 3302	 1 1 7 13 15 35 67 83 295 175 839 2831 839
990 13 3305	 1 3 3 11 3 17 55 141 247 991 117 3799 1221
991 13 3319	 1 1 5 1 11 37 87 233 457 653 899 2933 3105
992 13 3323	 1 1 3 15 3 31 67 167 437 9 651 1109 1139
993 13 3326	 1 1 3 1 7 63 67 17 11 883 1855 1941 4751
994 13 3331	 1 3 7 9 19 33 113 117 495 39 1795 2561 5519
995 13 3348	 1 1 7 5 1 3 103 37 201 223 1101 877 6483
996 13 3351	 1 1 5 9 29 49 51 33 439 917 861 1321 2135
997 13 3358	 1 1 3 3 1 5 17 93 217 619 613 1357 6095
998 13 3368	 1 3 1 11 3 21 5 41 15 175 843 2937 6849
999 13 3374	 1 3 3 7 9 57 55 127 79 287 445 2205 7989
1000 13 3376	 1 1 7 13 23 17 93 129 157 135 1747 1813 4183
1001 13 3379	 1 1 1 5 31 59 99 33 425 329 887 367 1761
1002 13 3385	 1 1 7 9 17 53 77 139 435 387 49 3649 1773
1003 13 3386	 1 3 3 15 21 57 45 161 331 719 273 3479 4173
1004 13 3396	 1 1 3 9 3 3 105 201 373 877 919 1263 6649
1005 13 3420	 1 3 1 15 13 43 13 99 73 163 353 3569 5601
1006 13 3423	 1 3 7 3 5 9 69 177 449 47 781 1125 4245
1007 13 3430	 1 1 1 5 3 45 1 123 409 903 205 2057 7637
1008 13 3433	 1 3 5 9 19 47 87 135 481 799 101 3409 2241
1009 13 3434	 1 3 1 13 3 25 15 27 181 967 669 2577 7249
1010 13 3439	 1 1 7 3 31 5 103 53 1 911 1209 3697 6685
1011 13 3442	 1 1 3 1 5 5 49 135 281 747 761 2973 7963
1012 13 3444	 1 3 3 5 19 61 125 199 299 515 1365 369 7027
1013 13 3453	 1 3 1 7 5 41 63 229 283 571 147 447 657
1014 13 3464	 1 3 1 11 5 15 55 7 259 61 27 1429 5631
1015 13 3477	 1 1 5 1 3 53 51 253 155 553 1293 3735 6567
1016 13 3478	 1 3 5 9 5 41 21 159 101 785 1981 3799 7693
1017 13 3482	 1 3 7 7 9 3 95 105 129 213 1215 1027 5699
1018 13 3487	 1 1 3 3 29 13 9 253 449 321 341 2879 171
1019 13 3497	 1 3 7 11 21 11 75 35 43 965 675 2217 7175
1020 13 3500	 1 1 5 15 31 5 29 137 311 751 47 1367 5921
1021 13 3505	 1 1 3 15 17 1 45 69 55 649 835 569 7615
1022 13 3506	 1 3 1 13 31 7 23 15 391 145 1845 1825 1403
1023 13 3511	 1 1 3 15 5 9 79 77 105 399 1933 2503 4781
1024 13 3512	 1 3 1 3 17 47 19 13 107 475 759 2933 3761
1025 13 3515	 1 1 7 11 3 7 121 209 397 877 293 847 7039
1026 13 3525	 1 1 1 15 29 45 5 109 335 461 143 931 4045
1027 13 3532	 1 3 1 7 11 57 73 89 201 173 803 3953 5205
1028 13 3538	 1 1 5 11 11 33 37 29 263 1019 657 1453 7807
1029 13 3540	 1 3 3 13 31 25 37 47 261 607 1703 2603 417
1030 13 3547	 1 1 1 1 31 61 45 115 275 239 1989 1897 4329
1031 13 3549	 1 3 5 3 31 3 11 173 335 579 1193 2219 7875
1032 13 3560	 1 1 7 9 29 45 13 67 399 177 1293 3865 2225
1033 13 3571	 1 1 7 11 11 51 121 227 469 905 929 2635 4165
1034 13 3577	 1 3 7 9 13 39 55 167 23 147 1603 2083 4645
1035 13 3583	 1 1 3 15 27 53 11 155 157 629 259 3009 4605
1036 13 3590	 1 3 1 7 15 47 51 1 259 603 887 2833 6581
1037 13 3593	 1 3 5 3 1 47 91 43 361 571 29 1453 4269
1038 13 3594	 1 1 3 9 11 51 55 23 415 277 1423 3475 1527
1039 13 3599	 1 1 3 11 29 49 101 75 299 709 805 4037 4389
1040 13 3601	 1 1 7 3 23 1 37 51 379 771 1301 3717 6673
1041 13 3602	 1 1 5 3 23 11 125 177 375 665 951 1577 2603
1042 13 3613	 1 1 1 1 1 5 71 255 21 459 467 2083 5415
1043 13 3623	 1 1 5 13 23 29 109 157 363 971 549 647 1177
1044 13 3630	 1 1 3 9 7 15 101 3 365 213 745 1155 6099
1045 13 3638	 1 3 5 15 15 19 47 179 303 521 1279 219 2415
1046 13 3649	 1 3 3 13 27 11 83 165 369 989 261 3933 4809
1047 13 3655	 1 1 3 11 31 59 1 185 53 703 1471 2935 1107
1048 13 3662	 1 3 3 7 25 3 81 27 93 521 433 2859 5861
1049 13 3667	 1 3 3 11 29 15 49 167 315 927 543 3473 4307
1050 13 3669	 1 3 1 3 29 33 53 15 183 691 703 1311 3393
1051 13 3676	 1 3 5 13 23 49 3 11 1 357 1407 415 7211
1052 13 3683	 1 3 7 15 1 25 91 113 323 371 189 925 1181
1053 13 3700	 1 3 3 3 17 59 119 199 115 223 877 2193 193
1054 13 3709	 1 1 1 5 5 35 31 59 437 411 37 2405 3797
1055 13 3710	 1 3 1 13 9 37 1 241 59 157 1785 1223 563
1056 13 3713	 1 3 5 13 3 21 25 95 15 745 85 701 5361
1057 13 3723	 1 3 7 1 31 33 111 195 35 913 2013 2951 6611
1058 13 3725	 1 3 5 1 19 3 75 119 111 409 951 1457 4957
1059 13 3728	 1 3 1 15 19 59 3 155 237 657 1967 3323 6235
1060 13 3734	 1 1 5 1 3 19 45 105 377 881 167 2255 4483
1061 13 3737	 1 1 7 7 13 13 99 89 201 279 161 2483 6001
1062 13 3738	 1 1 7 3 13 17 97 129 137 377 1519 183 3725
1063 13 3744	 1 1 7 9 9 5 45 135 115 181 1685 3505 4387
1064 13 3750	 1 1 1 1 19 35 69 113 305 419 949 2969 247
1065 13 3762	 1 1 5 13 23 61 13 139 501 811 67 1501 6493
1066 13 3764	 1 1 3 13 15 41 27 217 293 13 145 2631 6991
1067 13 3774	 1 3 3 13 15 37 71 123 285 49 627 1283 5993
1068 13 3776	 1 3 3 11 9 25 11 1 203 353 1347 1999 2799
1069 13 3786	 1 3 5 1 7 49 101 231 499 63 1977 2207 7829
1070 13 3800	 1 1 7 1 17 15 115 139 381 943 623 4037 2971
1071 13 3803	 1 1 3 5 13 55 23 87 139 795 1669 1375 1185
1072 13 3809	 1 3 3 5 5 45 97 253 241 333 645 555 7867
1073 13 3816	 1 3 5 1 1 1 89 27 407 509 1433 609 2355
1074 13 3821	 1 3 7 1 27 29 5 157 495 811 1293 1143 827
1075 13 3827	 1 1 3 3 25 49 127 111 191 3 845 1383 2521
1076 13 3829	 1 1 5 7 5 51 101 155 237 461 831 3091 3851
1077 13 3836	 1 3 7 1 29 35 105 91 285 705 131 395 6011
1078 13 3842	 1 3 5 3 13 21 83 173 221 827 1775 1931 6727
1079 13 3844	 1 1 3 5 3 25 95 115 205 569 1447 933 6425
1080 13 3847	 1 1 7 9 31 3 17 175 145 447 1321 1069 6527
1081 13 3853	 1 1 3 3 23 1 79 51 421 419 873 3939 1801
1082 13 3861	 1 1 5 1 3 39 15 85 169 669 919 397 5579
1083 13 3871	 1 3 5 1 21 61 87 217 251 619 1091 4009 229
1084 13 3872	 1 1 1 11 23 55 85 121 363 867 315 447 3373
1085 13 3881	 1 3 3 13 29 19 89 85 137 469 1873 2765 3975
1086 13 3890	 1 3 7 13 19 63 61 77 67 361 11 1787 4703
1087 13 3892	 1 1 3 11 7 15 127 105 179 857 1671 3647 3389
1088 13 3909	 1 1 1 7 19 21 99 161 499 519 1287 2973 479
1089 13 3921	 1 1 3 13 29 51 95 251 55 519 1955 2881 5951
1090 13 3934	 1 1 3 11 23 63 121 237 175 311 701 1539 2383
1091 13 3938	 1 1 7 5 5 45 73 97 5 153 715 2037 3353
1092 13 3947	 1 1 1 3 13 7 67 173 425 843 1497 2729 5193
1093 13 3950	 1 1 7 1 23 3 119 11 77 141 1905 2269 4269
1094 13 3952	 1 1 7 15 1 23 79 251 439 603 405 2449 6383
1095 13 3964	 1 3 7 11 29 27 47 255 47 661 1967 1007 3689
1096 13 3974	 1 3 7 5 19 39 35 115 417 373 291 329 603
1097 13 3980	 1 3 1 9 11 33 27 193 207 423 1311 1369 7307
1098 13 3983	 1 1 3 11 9 29 83 17 497 493 329 3141 5935
1099 13 3986	 1 3 1 5 31 51 29 171 51 493 1621 3501 4091
1100 13 3995	 1 1 5 9 21 43 105 207 245 363 1191 699 1139
1101 13 3998	 1 1 3 11 19 5 81 119 247 169 1337 45 6565
1102 13 4001	 1 3 1 11 3 51 3 101 159 11 253 299 5043
1103 13 4002	 1 3 1 5 11 53 85 39 57 645 2007 1039 3627
1104 13 4004	 1 3 5 3 17 61 97 165 415 357 283 601 5505
1105 13 4008	 1 3 7 3 9 51 49 85 3 227 137 309 243
1106 13 4011	 1 1 5 3 11 59 11 131 409 703 455 123 6727
1107 13 4016	 1 3 7 9 25 49 21 171 287 379 667 313 713
1108 13 4033	 1 1 3 9 7 35 47 3 367 581 1627 1665 3905
1109 13 4036	 1 3 1 1 29 57 35 55 255 653 823 2197 6179
1110 13 4040	 1 3 7 15 17 15 117 83 359 163 115 2999 5373
1111 13 4053	 1 1 5 3 21 61 35 97 71 687 207 2917 1049
1112 13 4058	 1 1 1 15 13 15 125 81 263 661 417 3243 1669
1113 13 4081	 1 1 7 3 3 19 111 193 443 339 659 1211 1557
1114 13 4091	 1 3 1 3 27 3 3 173 391 213 803 3281 3207
1115 13 4094	 1 1 5 15 19 1 7 211 157 603 403 1387 1583
